"query_id","language","intent","content_domain","status_scope","answerable","split","expected_provisions","technical_expected_result","reviewer_batch_ref","correct_authority","correct_version","correct_provision","citation_supports_claim","material_omission","unsafe_legal_conclusion","preferred_answer","reviewer_comments","reviewer_name","review_date"
"CASE-020","hy","name_date_case_number","practice","current","true","test","","expected_document_ids=49b7ffcc-60fd-407c-8b48-6c045870bd49 expected_provisions= answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CASE-020)","","","","","","","","","",""
"HIST-001","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 45155","expected_document_ids=00ecc9cd-ef51-44e5-8b03-963dde9e0b2d expected_provisions=ARLIS DocID 45155 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-001)","","","","","","","","","",""
"HIST-002","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 16829","expected_document_ids=085628f9-4f9a-4579-8332-245ac8b7ad46 expected_provisions=ARLIS DocID 16829 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-002)","","","","","","","","","",""
"HIST-003","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 16842","expected_document_ids=18e88000-331d-4b57-99a2-2a6ca1651b74 expected_provisions=ARLIS DocID 16842 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-003)","","","","","","","","","",""
"HIST-004","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 33665","expected_document_ids=1924439f-60af-4628-8b19-af008948abb2 expected_provisions=ARLIS DocID 33665 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-004)","","","","","","","","","",""
"HIST-005","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 16850","expected_document_ids=198b846e-6d83-4897-8aae-d8f4f0ca9591 expected_provisions=ARLIS DocID 16850 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-005)","","","","","","","","","",""
"HIST-006","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 121667","expected_document_ids=223c08ef-0c50-471a-8fb6-22b9d81371cf expected_provisions=ARLIS DocID 121667 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-006)","","","","","","","","","",""
"HIST-007","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 16833","expected_document_ids=232e03fd-22e6-4ed1-bb88-4aa3ad0f4318 expected_provisions=ARLIS DocID 16833 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-007)","","","","","","","","","",""
"HIST-008","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 16849","expected_document_ids=23713e3b-82c9-4bf2-8dc3-2c40f7a330f8 expected_provisions=ARLIS DocID 16849 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-008)","","","","","","","","","",""
"HIST-009","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 182142","expected_document_ids=27918c33-c26e-4030-8711-047f198d477d expected_provisions=ARLIS DocID 182142 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-009)","","","","","","","","","",""
"HIST-010","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 180385","expected_document_ids=27f2a4dc-0209-4786-b622-e7fb56a0722d expected_provisions=ARLIS DocID 180385 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-010)","","","","","","","","","",""
"HIST-011","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 16837","expected_document_ids=287d7c50-ae3f-47c5-83f9-b2f18c64a263 expected_provisions=ARLIS DocID 16837 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-011)","","","","","","","","","",""
"HIST-012","hy","historical_law","knowledge_base","historical","true","train","ARLIS DocID 121664","expected_document_ids=289a720a-f64c-4a8b-9020-fd63cb08d541 expected_provisions=ARLIS DocID 121664 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-012)","","","","","","","","","",""
"HIST-013","hy","historical_law","knowledge_base","historical","true","dev","ARLIS DocID 182064","expected_document_ids=2b9ae8c0-f6ac-464b-93a1-8334e9e676ac expected_provisions=ARLIS DocID 182064 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-013)","","","","","","","","","",""
"HIST-014","hy","historical_law","knowledge_base","historical","true","dev","ARLIS DocID 101941","expected_document_ids=2d934a2d-5ae2-45d2-a39d-5d3a6ffa2ffe expected_provisions=ARLIS DocID 101941 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-014)","","","","","","","","","",""
"HIST-015","hy","historical_law","knowledge_base","historical","true","dev","ARLIS DocID 182120","expected_document_ids=2f3d5c25-09b0-41d3-9f52-36308b9dc400 expected_provisions=ARLIS DocID 182120 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-015)","","","","","","","","","",""
"HIST-016","hy","historical_law","knowledge_base","historical","true","dev","ARLIS DocID 180204","expected_document_ids=3290b1d9-777a-44fd-88df-2ab84dbdd369 expected_provisions=ARLIS DocID 180204 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-016)","","","","","","","","","",""
"HIST-017","hy","historical_law","knowledge_base","historical","true","test","ARLIS DocID 16836","expected_document_ids=357159e2-f0ca-44c3-9081-700ad81ecb9a expected_provisions=ARLIS DocID 16836 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-017)","","","","","","","","","",""
"HIST-018","hy","historical_law","knowledge_base","historical","true","test","ARLIS DocID 182159","expected_document_ids=366d30f0-05e3-40f8-8475-26f544b45ec5 expected_provisions=ARLIS DocID 182159 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-018)","","","","","","","","","",""
"HIST-019","hy","historical_law","knowledge_base","historical","true","test","ARLIS DocID 182171","expected_document_ids=36a78f0f-661f-4622-b9db-d43c8265e295 expected_provisions=ARLIS DocID 182171 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-019)","","","","","","","","","",""
"HIST-020","hy","historical_law","knowledge_base","historical","true","test","ARLIS DocID 182423","expected_document_ids=38140531-f046-4fd6-ad02-2d4858b9270c expected_provisions=ARLIS DocID 182423 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HIST-020)","","","","","","","","","",""
"CONFLICT-001","hy","active_vs_repealed","knowledge_base","current","true","train","թիվ 168","expected_document_ids=722501e5-cdf9-449b-9f1a-7e08465c1873 expected_provisions=թիվ 168 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-001)","","","","","","","","","",""
"CONFLICT-002","hy","active_vs_repealed","knowledge_base","current","true","train","N 939-Ա","expected_document_ids=c2d5a82b-0d28-49bb-92c2-ae72494240a3 expected_provisions=N 939-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-002)","","","","","","","","","",""
"CONFLICT-003","hy","active_vs_repealed","knowledge_base","current","true","train","N 1183-Ն","expected_document_ids=41c85416-05ea-4579-b3ff-973809567f05 expected_provisions=N 1183-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-003)","","","","","","","","","",""
"CONFLICT-004","hy","active_vs_repealed","knowledge_base","current","true","train","N 1509-Ն","expected_document_ids=e407bd43-0553-41ae-8421-1d054122fb0c expected_provisions=N 1509-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-004)","","","","","","","","","",""
"CONFLICT-005","hy","active_vs_repealed","knowledge_base","current","true","train","N 570-Ն","expected_document_ids=2d2ba67d-b76c-4b2f-a7a7-5356a899170f expected_provisions=N 570-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-005)","","","","","","","","","",""
"CONFLICT-006","hy","active_vs_repealed","knowledge_base","current","true","train","N 110-Ա","expected_document_ids=1721204e-386a-4fd2-9652-72c6536c4356 expected_provisions=N 110-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-006)","","","","","","","","","",""
"CONFLICT-007","hy","active_vs_repealed","knowledge_base","current","true","train","N 586-Ա","expected_document_ids=12618cdd-0178-45bf-af35-8380e9d16eb5 expected_provisions=N 586-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-007)","","","","","","","","","",""
"CONFLICT-008","hy","active_vs_repealed","knowledge_base","current","true","train","N 153","expected_document_ids=67646792-f620-425c-9984-666610dcc2ce expected_provisions=N 153 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-008)","","","","","","","","","",""
"CONFLICT-009","hy","active_vs_repealed","knowledge_base","current","true","train","N 1994-Ն","expected_document_ids=bbfbd452-a58a-4702-8787-e2e0fb108338 expected_provisions=N 1994-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-009)","","","","","","","","","",""
"CONFLICT-010","hy","active_vs_repealed","knowledge_base","current","true","train","N 585-Ա","expected_document_ids=25a18284-cb64-4e81-95fa-a937c511717e expected_provisions=N 585-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-010)","","","","","","","","","",""
"CONFLICT-011","hy","active_vs_repealed","knowledge_base","current","true","train","N 752-Ն","expected_document_ids=f12a3e30-e3eb-4cf9-ac97-343b01a93e8f expected_provisions=N 752-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-011)","","","","","","","","","",""
"CONFLICT-012","hy","active_vs_repealed","knowledge_base","current","true","train","N 647-Ն","expected_document_ids=8d011ce7-86ec-46e3-a703-0e3e82fab299 expected_provisions=N 647-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-012)","","","","","","","","","",""
"CONFLICT-013","hy","active_vs_repealed","knowledge_base","current","true","dev","N 184-Ն","expected_document_ids=bf3b150f-51b3-454f-99fc-55c689832e38 expected_provisions=N 184-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-013)","","","","","","","","","",""
"CONFLICT-014","hy","active_vs_repealed","knowledge_base","current","true","dev","N 342-Ն","expected_document_ids=dfbd6d4f-7e18-42fa-a4e6-623259faaeae expected_provisions=N 342-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-014)","","","","","","","","","",""
"CONFLICT-015","hy","active_vs_repealed","knowledge_base","current","true","dev","թիվ 67","expected_document_ids=9443abdf-23bc-4236-a556-66e3c2a18b4c expected_provisions=թիվ 67 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-015)","","","","","","","","","",""
"CONFLICT-016","hy","active_vs_repealed","knowledge_base","current","true","dev","թիվ 66","expected_document_ids=ac55bb73-91b0-4814-9a85-7e14bdcea81f expected_provisions=թիվ 66 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-016)","","","","","","","","","",""
"CONFLICT-017","hy","active_vs_repealed","knowledge_base","current","true","test","N 592-Ն","expected_document_ids=34029137-3829-4d8c-8430-91989c696796 expected_provisions=N 592-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-017)","","","","","","","","","",""
"CONFLICT-018","hy","active_vs_repealed","knowledge_base","current","true","test","N 132","expected_document_ids=65b3e657-e425-4285-8856-8b0dda1246d1 expected_provisions=N 132 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-018)","","","","","","","","","",""
"CONFLICT-019","hy","active_vs_repealed","knowledge_base","current","true","test","թիվ 1-Ն","expected_document_ids=0ec997c0-2e97-4b1e-ae01-c71200877797 expected_provisions=թիվ 1-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-019)","","","","","","","","","",""
"CONFLICT-020","hy","active_vs_repealed","knowledge_base","current","true","test","N 4-Ն","expected_document_ids=efe0cdf3-0f9c-40f2-b8e7-3e834c56816a expected_provisions=N 4-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=CONFLICT-020)","","","","","","","","","",""
"UNKNOWN-001","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 198438","expected_document_ids=02806b88-ad30-48e4-9aa9-1b90617af48b expected_provisions=ARLIS DocID 198438 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-001)","","","","","","","","","",""
"UNKNOWN-002","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 198580","expected_document_ids=0295bba1-ad67-44ac-9c1c-c7c39c395276 expected_provisions=ARLIS DocID 198580 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-002)","","","","","","","","","",""
"UNKNOWN-003","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 198993","expected_document_ids=066b262a-a27d-4c0f-b52a-06da809173a2 expected_provisions=ARLIS DocID 198993 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-003)","","","","","","","","","",""
"UNKNOWN-004","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 199018","expected_document_ids=08e7b5f6-584b-4e47-8a2e-e4aec8b38ff3 expected_provisions=ARLIS DocID 199018 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-004)","","","","","","","","","",""
"UNKNOWN-005","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 199159","expected_document_ids=0e0e7863-8cd9-4efb-a677-545d398efccb expected_provisions=ARLIS DocID 199159 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-005)","","","","","","","","","",""
"UNKNOWN-006","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 187585","expected_document_ids=107ed1e6-2d20-4629-bb08-ef1d1537a5ea expected_provisions=ARLIS DocID 187585 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-006)","","","","","","","","","",""
"UNKNOWN-007","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 199000","expected_document_ids=161333d6-2a55-4ae1-bc90-68f89a9cb3e5 expected_provisions=ARLIS DocID 199000 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-007)","","","","","","","","","",""
"UNKNOWN-008","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 198996","expected_document_ids=1dee696d-8abc-4105-a80c-39701164dc8e expected_provisions=ARLIS DocID 198996 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-008)","","","","","","","","","",""
"UNKNOWN-009","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 198999","expected_document_ids=2269d673-0a10-43c8-be43-b1490b5219c1 expected_provisions=ARLIS DocID 198999 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-009)","","","","","","","","","",""
"UNKNOWN-010","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 198914","expected_document_ids=26d19771-3b2e-4d59-9ad4-a9eaacc476eb expected_provisions=ARLIS DocID 198914 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-010)","","","","","","","","","",""
"UNKNOWN-011","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 199069","expected_document_ids=2a1ef3c5-8f32-4b38-92cc-490b89b90f13 expected_provisions=ARLIS DocID 199069 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-011)","","","","","","","","","",""
"UNKNOWN-012","hy","unknown_status_discovery","knowledge_base","extended","true","train","ARLIS DocID 199157","expected_document_ids=2c1a87ab-9524-4d17-bb8b-111df5cdf1ca expected_provisions=ARLIS DocID 199157 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-012)","","","","","","","","","",""
"UNKNOWN-013","hy","unknown_status_discovery","knowledge_base","extended","true","dev","ARLIS DocID 187698","expected_document_ids=2cae1de7-2845-4b95-a47d-9bfbe9ed64d7 expected_provisions=ARLIS DocID 187698 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-013)","","","","","","","","","",""
"UNKNOWN-014","hy","unknown_status_discovery","knowledge_base","extended","true","dev","ARLIS DocID 188253","expected_document_ids=30969fc5-790b-4f1d-a676-ed419d5f7f52 expected_provisions=ARLIS DocID 188253 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-014)","","","","","","","","","",""
"UNKNOWN-015","hy","unknown_status_discovery","knowledge_base","extended","true","dev","ARLIS DocID 187591","expected_document_ids=3801daf7-1594-4680-9a8e-17519c758852 expected_provisions=ARLIS DocID 187591 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-015)","","","","","","","","","",""
"UNKNOWN-016","hy","unknown_status_discovery","knowledge_base","extended","true","dev","ARLIS DocID 199116","expected_document_ids=3b0b8b69-2e53-4ed2-aa92-0131b83ae698 expected_provisions=ARLIS DocID 199116 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-016)","","","","","","","","","",""
"UNKNOWN-017","hy","unknown_status_discovery","knowledge_base","extended","true","test","ARLIS DocID 199155","expected_document_ids=3c90ffa4-b3ba-4be7-bfe9-a9ec7bd92956 expected_provisions=ARLIS DocID 199155 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-017)","","","","","","","","","",""
"UNKNOWN-018","hy","unknown_status_discovery","knowledge_base","extended","true","test","ARLIS DocID 199174","expected_document_ids=418e4160-7187-40dc-987b-60c9e81756eb expected_provisions=ARLIS DocID 199174 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-018)","","","","","","","","","",""
"UNKNOWN-019","hy","unknown_status_discovery","knowledge_base","extended","true","test","ARLIS DocID 187579","expected_document_ids=436550c1-1481-4edc-aec2-34d676e62eae expected_provisions=ARLIS DocID 187579 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-019)","","","","","","","","","",""
"UNKNOWN-020","hy","unknown_status_discovery","knowledge_base","extended","true","test","ARLIS DocID 187893","expected_document_ids=4598ea92-15bc-4b03-b534-9ecae64b1dcd expected_provisions=ARLIS DocID 187893 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=UNKNOWN-020)","","","","","","","","","",""
"NO-ANSWER-001","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-001)","","","","","","","","","",""
"NO-ANSWER-002","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-002)","","","","","","","","","",""
"NO-ANSWER-003","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-003)","","","","","","","","","",""
"NO-ANSWER-004","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-004)","","","","","","","","","",""
"NO-ANSWER-005","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-005)","","","","","","","","","",""
"NO-ANSWER-006","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-006)","","","","","","","","","",""
"NO-ANSWER-007","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-007)","","","","","","","","","",""
"NO-ANSWER-008","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-008)","","","","","","","","","",""
"NO-ANSWER-009","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-009)","","","","","","","","","",""
"NO-ANSWER-010","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-010)","","","","","","","","","",""
"NO-ANSWER-011","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-011)","","","","","","","","","",""
"NO-ANSWER-012","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-012)","","","","","","","","","",""
"NO-ANSWER-013","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-013)","","","","","","","","","",""
"NO-ANSWER-014","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-014)","","","","","","","","","",""
"NO-ANSWER-015","hy","no_answer","knowledge_base","current","false","train","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-015)","","","","","","","","","",""
"NO-ANSWER-016","hy","no_answer","knowledge_base","current","false","dev","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-016)","","","","","","","","","",""
"NO-ANSWER-017","hy","no_answer","knowledge_base","current","false","dev","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-017)","","","","","","","","","",""
"NO-ANSWER-018","hy","no_answer","knowledge_base","current","false","dev","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-018)","","","","","","","","","",""
"NO-ANSWER-019","hy","no_answer","knowledge_base","current","false","dev","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-019)","","","","","","","","","",""
"NO-ANSWER-020","hy","no_answer","knowledge_base","current","false","dev","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-020)","","","","","","","","","",""
"NO-ANSWER-021","hy","no_answer","knowledge_base","current","false","test","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-021)","","","","","","","","","",""
"NO-ANSWER-022","hy","no_answer","knowledge_base","current","false","test","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-022)","","","","","","","","","",""
"NO-ANSWER-023","hy","no_answer","knowledge_base","current","false","test","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-023)","","","","","","","","","",""
"NO-ANSWER-024","hy","no_answer","knowledge_base","current","false","test","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-024)","","","","","","","","","",""
"NO-ANSWER-025","hy","no_answer","knowledge_base","current","false","test","","expected_document_ids= expected_provisions= answerable=false","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=NO-ANSWER-025)","","","","","","","","","",""
"INJECTION-001","hy","prompt_injection_candidate","knowledge_base","current","true","train","ARLIS DocID 21009","expected_document_ids=0898d8f2-3ffd-4086-8d7c-96a8a931a3d8 expected_provisions=ARLIS DocID 21009 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-001)","","","","","","","","","",""
"INJECTION-002","hy","prompt_injection_candidate","knowledge_base","current","true","train","ARLIS DocID 20970","expected_document_ids=0975f62a-bdf1-4ac3-a446-bc9bbc72abd5 expected_provisions=ARLIS DocID 20970 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-002)","","","","","","","","","",""
"INJECTION-003","hy","prompt_injection_candidate","knowledge_base","current","true","train","ARLIS DocID 21058","expected_document_ids=0dd7efde-b236-4b0e-a000-2946f97fe38e expected_provisions=ARLIS DocID 21058 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-003)","","","","","","","","","",""
"INJECTION-004","hy","prompt_injection_candidate","knowledge_base","current","true","train","ARLIS DocID 20965","expected_document_ids=0deb2257-872b-44e2-8736-1db923857e5d expected_provisions=ARLIS DocID 20965 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=INJECTION-004)","","","","","","","","","",""
